category,yyyy,mm,platform_type,gmv
기타서비스,2021,03,mobile,146820
기타,2021,03,mobile,209974
컴퓨터 및 주변기기,2021,03,web,533564
가전·전자·통신기기,2021,03,web,630670
서적,2021,03,web,141767
사무·문구,2021,03,web,50337
의복,2021,03,web,482893
신발,2021,03,web,125887
가방,2021,03,web,57511
패션용품 및 액세서리,2021,03,web,52576
스포츠·레저용품,2021,03,web,170335
화장품,2021,03,web,531752
아동·유아용품,2021,03,web,89061
음·식료품,2021,03,web,527744
농축수산물,2021,03,web,160613
생활용품,2021,03,web,371256
자동차 및 자동차용품,2021,03,web,241728
가구,2021,03,web,154604
애완용품,2021,03,web,22976
여행 및 교통서비스,2021,03,web,141071
문화 및 레저서비스,2021,03,web,32468
e쿠폰서비스,2021,03,web,71450
음식서비스,2021,03,web,61016
기타서비스,2021,03,web,113167
기타,2021,03,web,144790
